st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
GA,7/31/1976,7586,180,253,49,1,0,53,1,0,0,0,55740,2045,3457,0,0,1652,61,214,0,0,3510,129,418,54952,54234,5929,1897,4032,3508231,3483113,463257,146762,316495,6830,195,342,5493,228,342,0,0,0,180,1,1
GA,8/31/1976,6867,92,219,29,1,0,29,1,0,0,0,58802,2106,3089,0,0,1734,62,164,0,0,3720,133,375,57832,57093,6179,1947,4232,3772187,3746294,490073,155876,334197,6280,197,356,5708,198,342,0,0,0,92,1,1
GA,9/30/1976,6407,115,236,42,1,0,44,1,0,0,0,49119,2567,3265,0,0,1559,81,167,0,0,3270,171,359,47423,46508,5405,1735,3670,3108859,3077297,430578,139541,291037,5474,204,302,4527,166,262,0,0,0,115,1,1
GA,10/31/1976,5573,131,194,44,1,0,28,1,0,0,0,41354,1821,3002,0,0,1584,70,160,0,0,2716,120,350,41459,40666,4975,1790,3185,2727263,2700489,398374,143355,255019,4935,194,258,4013,148,256,0,0,0,131,1,1
GA,11/30/1976,5981,137,160,36,1,0,37,1,0,0,0,44239,1826,2275,0,0,1942,80,98,0,0,3021,125,334,43260,42529,5544,2104,3440,2860278,2835458,449390,171859,277531,4750,185,304,4615,189,276,0,0,0,137,1,1
GA,12/31/1976,5391,133,150,41,1,0,34,1,0,0,0,41657,1777,2180,0,0,1779,73,118,0,0,2917,119,378,40253,39326,5309,1939,3370,2632429,2600792,428665,157300,271365,5522,209,316,3837,182,226,0,0,0,133,1,1
GA,1/31/1977,6414,135,177,46,1,0,49,1,0,0,0,43604,1951,2051,0,0,1716,77,98,0,0,3258,146,394,42257,41234,5721,1852,3751,2748003,2712560,462308,152987,305445,5791,170,368,4055,162,256,0,0,0,135,1,1
GA,2/28/1977,5620,145,208,50,1,0,73,2,0,0,0,41084,1870,2317,0,0,1483,67,111,0,0,3291,150,411,39507,38601,5516,1620,3780,2599150,2567445,443964,133433,306884,5266,151,367,3774,143,248,0,0,0,145,1,2
GA,3/31/1977,5772,204,199,31,1,0,47,2,0,0,0,46221,2028,2717,0,0,1638,72,120,0,0,3870,170,492,43717,42485,6226,1754,4358,2858594,2826839,505177,144034,356582,5685,162,374,3908,169,287,0,0,0,204,1,2
GA,4/30/1977,4708,200,120,28,1,0,64,2,0,0,0,36440,1632,2513,0,0,1334,60,96,0,0,3206,143,494,36215,35443,5285,1458,3727,2373824,2347494,427588,119496,119496,4969,140,307,3384,135,252,0,0,0,200,1,2
GA,5/31/1977,5088,158,123,44,2,0,50,3,0,0,0,37783,1804,2023,0,0,1335,72,101,0,0,3167,156,393,36730,36036,5240,1466,3669,2442725,2418126,421450,123392,298058,4324,122,303,3672,141,295,0,0,0,158,2,3
GA,6/30/1977,5150,153,141,33,1,0,51,1,0,0,0,36406,1916,2165,0,0,1265,70,118,0,0,2934,162,433,34883,34113,4896,1377,3422,2331157,2304849,397156,115640,278450,4523,145,298,3328,113,261,0,0,0,153,1,1
GA,7/31/1977,4400,103,106,28,1,0,37,1,0,0,0,33904,1891,1760,0,0,1269,71,118,0,0,2589,144,335,31518,30955,4402,1381,2936,2093461,2073268,353341,112675,238184,4300,163,237,2977,129,209,0,0,0,103,1,1
GA,8/31/1977,506,40,60,4,0,0,1,0,0,0,0,2832,1021,758,0,0,59,34,46,0,0,214,120,107,2446,2316,527,116,405,149118,144758,41611,9260,32251,601,23,48,172,5,33,0,0,0,40,0,0
GA,9/30/1977,7266,269,404,87,3,0,86,2,0,0,0,27793,1327,1222,0,0,1240,62,113,0,0,1456,73,202,24079,23648,3039,1338,1647,1595877,1579029,247847,110311,137536,5241,222,294,1186,71,88,0,0,0,269,3,2
GA,10/31/1977,3877,110,138,33,1,0,26,1,0,0,0,36768,1579,1847,0,0,1703,76,127,0,0,2114,95,270,35291,34550,4382,1872,2413,2358396,2330991,360352,154929,201930,3541,142,181,2686,135,122,0,0,0,110,1,1
GA,11/30/1977,3679,95,115,21,1,0,36,1,0,0,0,36030,1492,1801,0,0,1748,76,95,0,0,2210,95,272,34710,34002,4547,1886,2532,2372606,2345666,374210,156962,212722,3294,114,161,3878,198,162,0,0,0,95,1,1
GA,12/31/1977,3771,77,104,24,0,0,28,1,0,0,0,29171,1387,1620,0,0,1145,57,84,0,0,1762,88,255,27345,26673,3456,1245,2059,1858456,1835076,279886,103130,170967,3457,103,190,2802,161,206,0,0,0,77,0,1
GA,1/31/1978,4328,69,134,25,0,0,45,1,0,0,0,31979,1329,1572,0,0,1098,16,78,0,0,2214,96,278,29957,29271,3902,1155,2536,2039639,2014904,318253,94831,214346,3728,6,30,2804,124,178,0,0,0,69,0,1
GA,2/28/1978,581,48,57,4,0,0,3,0,0,0,0,5634,747,850,0,0,163,25,44,0,0,418,64,136,5493,5292,793,208,585,358070,351152,66875,16397,50478,1371,6,14,417,14,28,0,0,0,48,0,0
GA,3/31/1978,5,18,9,0,0,0,0,0,0,0,0,165,533,126,0,0,1,0,8,0,0,11,0,5,152,141,13,1,11,9740,9407,872,90,782,54,0,0,11,1,3,0,0,0,18,0,0
GA,4/30/1978,0,2,9,0,0,0,0,0,0,0,0,32,389,37,0,0,0,0,0,0,0,56,61,0,22,15,5,0,5,1440,1133,450,0,450,2,0,0,6,0,0,0,0,0,2,0,0
GA,5/31/1978,0,28,3,0,0,0,0,0,0,0,0,32,389,10,0,0,0,0,0,0,0,11,12,13,42,37,16,1,15,4144,3808,1487,31,1456,3,0,1,5,0,1,0,0,0,28,0,0
GA,6/30/1978,0,9,8,0,0,0,0,0,0,0,0,14,267,10,0,0,0,0,0,0,0,1,0,13,2,2,14,0,14,156,156,916,0,916,0,0,1,0,0,1,0,0,0,9,0,0
GA,7/31/1978,0,15,2,0,0,0,0,0,0,0,0,21,325,5,0,0,0,30,0,0,0,0,0,0,13,13,2,2,0,1195,1055,180,180,0,1,1,0,3,0,0,0,0,0,15,0,0
GA,8/31/1978,0,7,3,0,0,0,0,0,0,0,0,14,302,3,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,1266,1266,0,0,0,4,0,0,1,0,0,0,0,0,7,0,0
GA,9/30/1978,0,1,4,0,0,0,0,0,0,0,0,2,174,1,0,0,0,0,0,0,0,8,696,2,0,0,10,0,10,378,355,655,0,655,0,0,0,0,0,1,0,0,0,1,0,0
GA,10/31/1978,0,1,4,0,0,0,0,0,0,0,0,9,131,3,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,213,213,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
GA,11/30/1978,0,3,2,0,0,0,0,0,0,0,0,25,105,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,174,174,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,12/31/1978,0,2,1,0,0,0,0,0,0,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,1/31/1979,0,3,0,0,0,0,0,0,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,2/28/1979,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,3/31/1979,0,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,4/30/1979,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,3/31/1980,0,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
GA,4/30/1980,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,5/31/1980,0,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
GA,6/30/1980,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,7/31/1980,0,12,0,0,0,0,0,0,0,0,0,1,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
GA,8/31/1980,2358,50,8,0,0,0,0,0,0,0,0,0,137,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
GA,9/30/1980,20911,358,666,139,5,0,217,0,0,229,0,95226,1635,1882,0,0,936,5,63,2,0,2008,9,183,100760,99749,3152,976,2176,7374586,7366384,313816,75137,189922,18313,185,390,3654,39,9,0,0,0,358,5,0
GA,10/31/1980,7535,117,310,24,1,0,34,0,0,711,8,79867,2001,3007,18,0,775,20,78,13,0,2099,22,261,76030,74654,3021,758,2263,5657261,5636529,289544,58860,196269,7803,83,159,7171,60,123,0,0,0,117,1,0
GA,11/30/1980,4661,82,137,27,1,0,27,0,0,790,52,48365,1550,2023,9,0,539,9,63,16,1,1243,7,169,48676,48004,1940,571,1369,3669153,3665082,187065,44262,119379,4739,58,86,5235,44,107,0,0,0,82,1,0
GA,12/31/1980,5660,129,203,21,0,0,30,0,0,1015,13,51855,1634,1957,3,0,639,24,66,10,0,1166,9,155,53303,52510,1989,687,1302,4025339,4021755,193814,51569,114028,5537,75,105,5052,68,127,0,0,0,129,0,0
GA,1/31/1981,5735,129,161,14,2,0,29,0,0,1136,20,44579,1319,1746,10,0,534,38,50,11,0,1124,15,175,45787,44926,1843,572,1271,3419357,3415244,184989,42681,111214,5944,65,140,3885,53,79,0,0,0,129,2,0
GA,2/28/1981,369,34,98,1,0,0,3,0,0,37,2,3798,983,575,0,0,65,41,12,0,0,137,22,49,4308,4194,254,87,167,309393,306978,23022,5716,14255,1038,18,26,287,7,13,0,0,0,34,0,0
GA,4/30/1981,2,53,0,0,3,0,0,0,0,3,45,101,777,19,0,0,0,36,0,0,0,1,17,1,64,58,0,0,0,6194,5640,0,0,0,8,0,0,2,0,0,0,0,0,53,3,0
GA,5/31/1981,0,32,0,0,0,0,0,0,0,0,0,35,540,11,0,0,0,23,6,0,0,0,9,3,20,20,0,0,0,2190,1692,0,0,0,2,0,0,0,0,0,0,0,0,32,0,0
GA,6/30/1981,1,51,0,0,2,0,0,0,0,5,6,33,457,10,0,0,1,31,0,1,1,0,5,0,28,28,7,1,6,2064,2064,630,90,540,2,1,0,2,0,0,0,0,0,51,2,0
GA,7/31/1981,1,28,0,0,0,0,0,0,0,0,13,25,252,4,0,0,0,9,1,0,0,2,3,0,7,7,0,0,0,832,822,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0
GA,8/31/1981,2,7,1,0,1,0,0,0,0,1,1,12,105,0,0,0,0,4,0,0,0,0,2,0,4,3,1,0,1,289,223,90,0,90,0,0,0,0,0,0,0,0,0,7,1,0
GA,9/30/1981,1,7,0,0,0,0,0,0,0,0,1,8,76,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
GA,10/31/1981,2,8,0,0,0,0,0,0,0,0,0,11,40,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
GA,11/30/1981,1,6,0,0,0,0,0,0,0,0,1,10,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
GA,12/31/1981,0,4,0,0,0,0,0,0,0,0,0,25,17,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,269,269,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
GA,1/31/1982,0,34,0,0,1,0,0,1,0,0,0,40,33,2,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,1268,442,0,0,0,0,0,0,2,0,0,0,0,0,34,1,1
GA,2/28/1982,0,73,0,0,3,0,0,2,0,0,47,14,211,0,0,1,0,2,0,0,1,2,2,0,4,2,0,0,0,175,101,0,0,0,1,0,0,0,0,0,0,0,0,73,3,2
GA,3/31/1982,0,143,0,0,4,0,0,3,0,0,39,13,294,0,0,1,0,7,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,4,3
GA,4/30/1982,0,74,0,0,1,0,0,1,0,0,21,6,199,0,0,0,0,6,0,0,0,0,7,0,3,3,0,0,0,225,225,0,0,0,0,0,0,1,0,0,0,0,0,74,1,1
GA,5/31/1982,0,52,0,0,0,0,0,0,0,0,0,11,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
GA,6/30/1982,0,78,0,0,0,0,0,0,0,0,0,6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
GA,7/31/1982,0,69,0,0,0,0,0,0,0,0,15,5,150,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
GA,8/31/1982,0,101,0,0,0,0,0,0,0,1,31,0,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
GA,9/30/1982,82,98,0,0,2,0,0,0,0,0,25,6,223,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0
GA,10/31/1982,2,53,0,0,0,0,0,0,0,0,27,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0
GA,11/30/1982,0,74,0,0,0,0,2,0,0,7,4,0,189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
GA,12/31/1982,1,51,0,0,1,0,0,0,0,0,9,10,152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0
GA,1/31/1983,0,56,0,0,0,0,0,0,0,0,5,14,215,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
GA,2/28/1983,0,55,0,0,1,0,0,1,0,0,7,1,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1
GA,3/31/1983,0,55,0,0,2,0,0,0,0,0,12,1,193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0
GA,4/30/1983,0,30,0,0,0,0,0,0,0,2,2,8,419,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
GA,5/31/1983,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
GA,6/30/1983,0,27,0,0,2,0,0,0,0,0,7,2,360,0,0,1,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0
GA,7/31/1983,0,22,0,0,0,0,0,0,0,0,14,0,302,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
GA,8/31/1983,0,5,0,0,0,0,0,0,0,1,18,2,160,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
GA,9/30/1983,0,13,0,0,0,0,0,0,0,0,6,3,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
GA,10/31/1983,0,7,0,0,0,0,0,0,0,0,7,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
GA,11/30/1983,0,2,0,0,1,0,0,0,0,0,1,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
GA,12/31/1983,1,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,1/31/1984,0,1,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,1172,1172,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0
GA,2/29/1984,0,1,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,115,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,3/31/1984,0,3,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,4/30/1984,0,3,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,5/31/1984,3,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,6/30/1984,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GA,7/31/1984,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,8/31/1984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,9/30/1984,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,9/30/1986,0,3,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, , , , , ,0,0,0,3,0,0
GA,10/31/1986,3,3, , ,0, , ,0, , , , ,32, , , , ,3, , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,3,0,0
GA,12/31/1986, ,3, , ,0, , ,0, , , , ,38, , , , , , , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,3,0,0
GA,1/31/1987,0,4,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
GA,2/28/1987,0,2,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,3/31/1987,0,1,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,4/30/1987,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,5/31/1987,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,6/30/1987, ,1, , ,0, , ,0, , , , ,12, , , , ,3, , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,1,0,0
GA,7/31/1987,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,2/29/1988,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,3/31/1988,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,4/30/1988,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,5/31/1988,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,6/30/1988,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,7/31/1988,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,8/31/1988,0,1,0, ,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,3/31/1989,0,2,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GA,4/30/1989,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,5/31/1989,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GA,6/30/1989,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,7/31/1989,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,5/31/1990, ,0, , ,0, , ,0, , , , ,5, , , , , , , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,0,0,0
GA,6/30/1990, ,0, , ,0, , ,0, , , , ,14, , , , , , , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,0,0,0
GA,7/31/1990, ,0, , ,0, , ,0, , , , ,11, , , , , , , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,0,0,0
GA,8/31/1990, ,0, , ,0, , ,0, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,0, , , , , ,0,0,0,0,0,0
GA,4/30/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,5/31/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,2/28/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,3/31/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,5/31/2005,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GA,6/30/2009,31368,1,757,244,0,7,177,0,4,0,0,124474,0,2821,0,0,696,0,36,0,0,777,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,1,0,0
GA,7/31/2009,13483,0,264,104,0,1,79,0,1,0,0,176208,0,3568,0,0,1132,0,43,0,0,1152,0,62,127887,125316,2305,3440,2950,28442638,27981284,518112,251056,267045,6609,33,29,5347,41,6,78,2,0,0,0,0
GA,8/31/2009,9530,3,298,51,0,7,55,0,1,0,0,172627,0,3841,0,0,950,0,28,0,0,1171,0,58,195018,190643,3335,4952,4421,44160182,43377930,790901,341229,449665,10284,48,62,12144,53,8,98,2,0,3,0,0
GA,9/30/2009,10059,2,277,57,0,2,68,0,2,0,0,192301,0,4679,0,0,881,0,54,0,0,1590,0,66,175982,171581,3375,5112,4722,40202739,39427568,819250,297391,521838,11778,51,75,15379,76,119,100,1,0,2,0,0
GA,10/31/2009,10634,0,308,64,0,2,70,0,5,0,0,137946,0,3443,0,0,609,0,50,0,0,1325,0,68,157889,153772,2801,3908,3614,35893809,35189212,671056,246168,424870,12141,51,69,9392,38,75,172,1,0,0,0,0
GA,11/30/2009,8116,4,303,40,0,1,38,0,1,0,0,128097,0,3293,0,0,528,0,30,0,0,1017,0,72,136095,132636,2168,3307,3077,30920992,30326320,524897,200064,324821,4015,11,22,8194,30,60,174,4,1,4,0,0
GA,12/31/2009,348,2,121,2,0,2,5,0,0,0,0,137194,0,3558,0,0,523,0,32,0,0,1080,0,85,102539,99875,1679,2919,2794,23201766,22742460,408382,128578,279788,585,3,5,7962,37,51,203,3,1,2,0,0
GA,1/31/2010,29,4,25,0,0,0,0,0,0,0,0,68729,0,1621,0,0,250,0,12,0,0,646,0,45,52841,51401,931,1512,1492,12265857,12017170,234475,68289,166183,132,0,0,6630,25,38,122,0,0,4,0,0
GA,2/28/2010,38,2,3,0,0,0,0,0,0,0,0,37534,0,841,0,0,138,0,7,0,0,413,0,27,32893,31612,596,923,925,7802297,7588608,155836,39721,116115,593,4,1,5702,18,51,61,0,1,2,0,0
GA,3/31/2010,4478,0,134,25,0,1,14,0,0,0,0,30430,0,883,0,0,140,0,10,0,0,264,0,12,26830,25864,469,745,688,5670732,5513401,107343,40469,66874,3921,14,4,3157,15,34,110,0,0,0,0,0
GA,4/30/2010,3802,1,136,22,0,1,14,0,1,0,0,28565,0,785,0,0,142,0,10,0,0,116,0,0,36679,35733,450,740,691,7596857,7445275,100446,52985,47461,4433,23,9,1713,7,16,102,1,0,1,0,0
GA,5/31/2010,7642,2,199,38,0,1,40,0,2,0,0,51985,0,1378,0,0,228,0,14,0,0,226,0,3,45201,43369,573,1193,1161,9957160,9589412,125319,56910,68409,5970,24,27,1397,8,5,105,0,0,2,0,0
