st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
AK,1/31/1985,2167,2,539,46,0,27,5,0,0,414,6,586,1,112,0,0,17,0,3,0,0,0,0,0,586,559,23,17,0,84394,82504,3031,2630,0,564,17,0,1,0,0,0,0,0,2,0,0
AK,2/28/1985,1397,12,619,40,0,34,12,0,2,624,7,7515,0,1513,0,0,166,0,89,0,0,5,0,2,8609,8327,379,252,0,1204759,1183852,46010,35887,0,2672,89,0,19,0,0,0,0,0,12,0,0
AK,3/31/1985,1520,17,790,36,0,45,6,0,1,665,10,10686,0,1261,0,0,248,0,65,0,0,9,0,0,11413,11087,523,303,0,1569592,1544484,60540,43844,0,1787,64,0,307,6,0,0,0,0,17,0,0
AK,4/30/1985,1556,10,412,36,0,21,5,0,0,528,7,10889,7,983,0,0,307,0,69,0,0,8,0,0,10860,10438,562,322,0,1547442,1515042,69205,49760,0,1571,46,0,941,23,0,0,0,0,10,0,0
AK,5/31/1985,1414,6,381,29,0,10,6,0,1,772,7,9393,6,1353,0,0,225,0,46,0,0,4,0,2,9478,9033,412,230,0,1397517,1360610,53638,37738,0,1602,34,0,619,18,0,0,0,0,6,0,0
AK,6/30/1985,1162,7,278,27,0,15,2,0,2,430,7,8237,12,1110,0,0,170,0,46,0,0,3,0,5,7983,7593,331,187,0,1209942,1179825,46335,32696,0,1126,31,0,451,7,0,0,0,0,7,0,0
AK,7/31/1985,911,8,215,15,0,6,8,0,0,349,5,8224,3,1013,0,0,200,0,47,0,0,3,0,0,7811,7385,294,193,0,1207025,1175602,43849,33834,0,1035,26,0,582,10,0,0,0,0,8,0,0
AK,8/31/1985,850,4,299,10,0,13,4,0,2,389,2,6204,0,875,0,0,130,0,39,0,0,6,0,0,5937,5565,214,140,0,914841,883158,30897,24230,0,858,14,0,395,7,0,0,0,0,4,0,0
AK,9/30/1985,433,1,226,12,0,8,2,0,1,173,3,6234,0,899,0,0,141,0,32,0,0,0,0,0,5989,5588,212,125,0,925659,890976,29266,21884,0,851,13,0,388,12,0,0,0,0,1,0,0
AK,10/31/1985,5,1,33,0,0,2,0,0,1,0,0,2448,0,496,0,0,67,0,26,0,0,4,0,0,643,592,36,21,0,94245,90004,4594,3364,0,79,4,0,44,1,0,0,0,0,1,0,0
AK,11/30/1985,2,5,33,0,0,3,0,0,0,0,0,564,0,144,0,0,12,0,12,0,0,0,0,0,48,46,2,0,0,6470,6314,372,0,0,7,0,0,1,0,0,0,0,0,5,0,0
AK,12/31/1985,112,2,26,2,0,1,0,0,0,13,1,483,0,96,0,0,15,0,4,0,0,0,0,0,11,7,0,0,0,1086,992,9,9,0,6,0,0,1,0,0,0,0,0,2,0,0
AK,1/31/1986,3132,2,847,54,0,64,19,0,2,1019,2,7932,0,1554,12,0,123,0,128,9,0,17,0,3,8327,8041,339,181,0,1302628,1274256,43678,29392,0,2716,74,0,101,3,0,0,0,0,2,0,0
AK,2/28/1986,1635,3,676,38,0,42,5,0,1,327,0,12119,0,2057,5,0,205,0,139,1,0,11,0,1,12130,11644,456,240,0,1859242,1812466,57199,38285,0,1873,61,0,305,4,0,0,0,0,3,0,0
AK,3/31/1986,1861,3,575,32,0,37,3,0,2,309,1,12616,0,1873,3,0,266,0,161,0,0,2,0,0,12336,11813,558,314,0,1872814,1827730,70394,48685,0,1784,55,0,960,16,0,0,0,0,3,0,0
AK,4/30/1986,1924,4,484,39,0,21,4,0,0,426,1,14290,5,1732,8,0,290,0,105,0,0,8,0,4,13803,13216,627,309,0,2121283,2074179,84399,51098,0,1996,47,0,952,28,0,0,0,0,4,0,0
AK,5/31/1986,1913,0,416,27,0,15,4,0,3,295,0,12250,15,1567,2,0,204,0,56,0,0,3,0,4,12089,11508,453,221,0,1878941,1838701,56860,36343,8,2019,46,0,814,9,0,0,0,0,0,0,0
AK,6/30/1986,1409,4,326,20,0,12,2,0,2,228,0,12923,3,1378,1,0,196,0,40,0,0,4,0,2,12679,12010,418,199,2,1960846,1913797,54773,33522,336,1699,23,1,729,11,1,0,0,0,4,0,0
AK,7/31/1986,1430,1,326,16,0,14,6,0,2,200,0,11242,1,1049,4,0,182,0,45,1,0,2,0,7,10990,10353,334,172,0,1688974,1640807,45615,31157,0,1338,24,0,850,17,0,0,0,0,1,0,0
AK,8/31/1986,1205,2,254,19,0,13,5,0,1,186,0,9183,0,829,4,0,119,0,48,1,0,4,0,2,8836,8307,235,117,0,1376542,1337188,30957,19561,0,1236,19,0,658,5,0,0,0,0,2,0,0
AK,9/30/1986,1193,0,374,17,0,12,2,0,2,216,0,10509,0,975,0,0,156,0,53,0,0,0,0,2,10283,9645,298,144,0,1584259,1535638,38317,23168,0,1368,22,0,642,10,0,0,0,0,0,0,0
AK,10/31/1986,1335,4,371,19,0,10,5,0,1,216,0,11228,0,1241,2,0,173,0,40,0,0,1,0,0,10859,10137,318,150,0,1668765,1615907,41403,25707,0,1419,21,0,790,11,0,0,0,0,4,0,0
AK,11/30/1986,1370,0,499,31,0,14,2,0,2,175,0,10485,1,1201,2,0,145,0,42,0,0,7,0,4,10317,9719,321,152,0,1608390,1572445,36217,24622,0,1416,27,0,745,8,0,0,0,0,0,0,0
AK,12/31/1986,1535,0,497,20,0,22,7,0,2,268,0,13817,5,1559,4,0,218,0,45,0,0,7,0,1,13531,12697,467,230,0,2122060,2065885,55368,37700,0,1814,41,0,940,12,0,0,0,0,0,0,0
AK,1/31/1987,1752,3,573,31,0,22,6,0,1,257,0,11860,5,1588,1,0,173,0,70,1,0,10,0,8,11585,10913,399,203,0,1829113,1780214,48125,32578,0,1684,28,0,786,13,0,0,0,0,3,0,0
AK,2/28/1987,1618,2,492,32,0,26,5,0,3,241,0,11496,8,1534,3,0,170,0,85,0,0,1,0,5,11349,10496,349,181,0,1775700,1698178,42252,28470,0,1795,45,0,709,10,0,0,0,0,2,0,0
AK,3/31/1987,1829,2,563,36,0,24,3,0,1,284, ,14424,4,1683,5, ,261, ,91,1, ,5, ,3,14339,13246,446,272, ,2222714,2108770,60089,45745, ,2174,53, ,806,7, ,0,0,0,2,0,0
AK,4/30/1987,1728,7,541,27,0,24,5,0,1,245,0,13969,4,1709,1,0,254,0,77,1,0,7,0,0,13826,12778,453,258,0,2148795,2058637,61208,42895,0,1916,31,0,884,25,0,0,0,0,7,0,0
AK,5/31/1987,1471,3,340,34,0,11,3,0,3,187,0,12199,21,1423,0,0,214,0,72,0,0,5,0,6,12230,11433,383,218,0,1899541,1845958,49562,35282,0,1696,41,0,799,11,0,0,0,0,3,0,0
AK,6/30/1987,1317,2,373,19,0,7,1,0,2,137,0,12777,11,1237,0,0,220,0,43,0,0,1,0,0,12515,11680,366,224,0,1936661,1876390,49713,37478,0,1563,32,0,843,12,0,0,0,0,2,0,0
AK,7/31/1987,1005,1,326,12,0,8,5,0,0,93,0,9236,2,1014,1,0,165,0,30,0,0,4,0,2,8998,8305,279,155,0,1363791,1310396,34943,24615,0,1035,17,0,713,12,0,0,0,0,1,0,0
AK,8/31/1987,712,0,307,17,0,8,1,0,1,62,0,8323,0,926,2,0,143,0,27,0,0,6,0,0,8115,7459,254,136,0,1245228,1191946,31985,22018,0,1053,21,0,587,10,0,0,0,0,0,0,0
AK,9/30/1987,31,0,49,1,0,1,1,0,0,3,0,3444,0,551,0,0,85,0,13,0,0,4,0,2,1734,1569,59,24,0,252335,239868,6175,3942,0,215,2,0,117,2,0,0,0,0,0,0,0
AK,10/31/1987,0,0,38,0,0,1,0,0,0,2,0,484,0,112,0,0,13,0,1,0,0,2,0,0,54,51,2,2,0,8353,8156,457,280,0,7,0,0,2,0,0,0,0,0,0,0,0
AK,11/30/1987, ,0,21, ,0, , ,0, , , ,269, ,38, , ,9, , , , , , , ,13,8,2, , ,1055,844,218, , ,4, , , , , ,0,0,0,0,0,0
AK,12/31/1987,0,0,16,0,0,1, ,0, ,2,0,150,0,48, , ,4, , , , , , , ,15,12,0, , ,212,1758, , , ,0, , , , , ,0,0,0,0,0,0
AK,1/31/1988,935,0,15,28,0,1,2,0, ,263, ,236, ,24,7, ,2, ,1, , , , , ,20,18, , , ,3476,3464,173,24, ,8, , ,3, , ,0,0,0,0,0,0
AK,2/29/1988,2345,0,757,57,0,30,9,0,1,435,0,9266,0,1352,9,0,212,0,62,0,0,22,0,0,9287,8894,388,229,0,1419411,1388426,48603,35855,0,2857,75,0,71,0,0,0,0,0,0,0,0
AK,3/31/1988,1430,0,415,33,0,18,7,0,2,260,0,12563,0,1626,3,0,311,0,62,3,0,6,0,0,12475,11834,537,317,0,1853661,1804094,71400,51362,24,1623,44,0,433,9,0,0,0,0,0,0,0
AK,4/30/1988,1115,1,328,39,0,27,1,0,1,217,0,10409,0,1047,3,0,301,0,60,1,0,0,0,4,9904,9218,499,310,0,1497274,1441323,72713,53497,0,1147,44,0,916,31,0,0,0,0,1,0,0
AK,5/31/1988,1144,0,329,31,0,17,2,0,0,195,0,9030,0,796,7,0,260,0,43,0,0,7,0,0,8642,7911,428,260,0,1305865,1249401,58935,43938,0,1278,46,0,663,13,0,0,0,0,0,0,0
AK,6/30/1988,795,0,220,26,0,10,4,0,1,136,0,7407,0,712,4,0,234,0,26,1,0,12,0,0,7182,6605,377,226,0,1064221,1023940,49860,37742,0,926,29,0,436,11,0,0,0,0,0,0,0
AK,7/31/1988,160,0,91,5,0,3,1,0,0,23,0,4687,0,467,0,0,126,0,12,0,0,4,0,0,3729,3389,176,97,0,553637,528728,22620,15801,0,423,12,0,271,11,0,0,0,0,0,0,0
AK,8/31/1988,2,0,13,0,0,0,0,0,0,1,0,426,0,109,0,0,12,0,3,0,0,0,0,0,74,68,3,3,0,9563,9136,3520,536,0,8,0,0,5,0,0,0,0,0,0,0,0
AK,9/30/1988,0,0,5,0,0,0,1,0,0,1,0,47,0,13,0,0,3,0,0,0,0,0,0,0,9,8,1,1,0,1240,1166,548,548,0,2,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/1988,0,0,1,0,0,0,0,0,0,6,0,49,0,10,0,0,0,0,1,0,0,0,0,0,39,24,4,0,0,4567,3946,319,0,34,7,0,0,6,0,0,0,0,0,0,0,0
AK,11/30/1988,0,0,4,0,0,1,0,0,0,0,0,63,0,10,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,924,390,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
AK,12/31/1988,0,0,8,0,0,1,0,0,0,0,0,32,0,12,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,876,718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AK,1/31/1989,0,0,3,0,0,1,0,0,0,0,0,34,0,18,0,0,0,0,2,0,0,0,0,0,10,6,0,0,0,1231,880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AK,2/28/1989,1035,0,18,46,0,1,3,0,0,435,0,118,0,8,0,0,8,0,1,0,0,0,0,0,75,72,4,3,0,11396,11534,841,708,0,60,3,0,1,0,0,0,0,0,0,0,0
AK,3/31/1989,1901,0,507,73,0,44,5,0,5,742,0,6792,0,979,0,0,320,0,86,0,0,0,0,0,7002,6702,469,338,0,1011807,992014,76080,62462,0,2348,114,0,1,0,0,0,0,0,0,0,0
AK,4/30/1989,917,0,200,38,0,22,1,0,0,269,0,8165,0,740,0,0,377,0,82,0,0,0,0,0,7780,7343,526,378,0,1121208,1095560,81002,67505,24,953,48,0,174,10,0,0,0,0,0,0,0
AK,5/31/1989,745,0,137,23,0,9,2,0,2,238,0,6926,0,515,0,0,340,0,46,0,0,0,0,0,6683,6186,463,330,0,984547,948474,71092,59946,52,817,39,0,571,21,0,0,0,0,0,0,0
AK,6/30/1989,232,0,68,7,0,4,1,0,0,83,0,3859,0,433,0,0,156,0,28,0,0,0,0,0,2853,2618,176,116,0,401840,384160,23728,19088,0,370,10,0,204,8,0,0,0,0,0,0,0
AK,7/31/1989,2,0,7,0,0,0,0,0,0,0,0,336,0,61,0,0,5,0,5,0,0,0,0,0,59,55,2,0,0,7286,6966,4,0,0,23,5,0,5,0,0,0,0,0,0,0,0
AK,8/31/1989,0,0,4,0,0,0,0,0,0,0,0,36,0,22,0,0,0,0,2,0,0,0,0,0,15,10,2,2,0,1610,1250,360,360,0,2,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/1989,0,0,6,0,0,0,0,0,0,0,0,31,0,10,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1032,996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AK,10/31/1989,0,0,14,0,0,1,0,0,0,0,0,52,0,20,0,0,5,0,2,0,0,0,0,0,3,1,0,0,0,314,66,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/1989,0,0,19,0,0,1,0,0,0,0,0,61,0,26,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/1989,0,0,8,0,0,0,0,0,0,0,0,23,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/1990,0,0,3,0,0,1,0,0,0,0,0,84,0,15,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,254,254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AK,2/28/1990,996,0,54,25,0,1,2,0,0,70,0,166,0,7,12,0,7,0,0,0,0,0,0,0,78,77,6,4,0,10974,11316,885,715,0,78,4,0,0,0,0,0,0,0,0,0,0
AK,3/31/1990,1793,0,320,35,0,20,8,0,2,306,0,6168,0,658,0,0,140,0,38,0,0,0,0,0,6091,5829,267,153,0,914769,902074,37254,27334,0,3842,225,53,0,1,0,0,0,0,0,0,0
AK,4/30/1990,956,0,249,20,0,17,2,0,1,111,0,9058,0,791,11,0,170,0,45,0,0,0,0,0,8687,8237,408,191,0,1317053,1290450,53161,33757,0,1937,179,32,0,285,3,0,0,0,0,0,0
AK,5/31/1990,1474,0,182,19,0,13,1,0,1,397, ,7656, ,528, , ,145, ,33, , , , , ,7430,6939,334,152,0,1160903,1130912,43943,26382,0,2603,129,28,0,566,15,0,0,0,0,0,0
AK,6/30/1990,741,0,162,17,0,4,2,0,1,197,0,7456,0,509,0,0,129,0,20,0,0,0,0,0,7402,7013,266,124,0,1198973,1181848,35958,21949,0,957,17,0,377,3,0,0,0,0,0,0,0
AK,7/31/1990,34,0,28, ,0,1,1,0, ,17, ,3906, ,263, , ,70, ,12, , , , , ,2521,2378,85,40, ,405404,398112,11451,7350, ,421,45,3,0,214,4,0,0,0,0,0,0
AK,8/31/1990, ,0,8, ,0,1, ,0, , , ,94, ,39, , ,6, ,6, , , , , ,32,30,1,1, ,5216,5018,424,424, ,0, , ,1, , ,0,0,0,0,0,0
AK,9/30/1990, ,0,8, ,0,3, ,0, , , ,67, ,13, , ,2, , , , , , , ,20,19, , , ,3220,3064, , , ,1, , ,1, , ,0,0,0,0,0,0
AK,10/31/1990, ,0,25, ,0,3, ,0, , , ,69, ,36, , ,2, , , , , , , ,1,1, , , ,182,182, , , ,1, , , , , ,0,0,0,0,0,0
AK,11/30/1990, ,0,19, ,0,1, ,0, , , ,80, ,33, , ,3, ,3, , , , , ,1, , , , ,50, , , , ,1, , , , , ,0,0,0,0,0,0
AK,12/31/1990, ,0,10, ,0,1, ,0, , , ,43, ,21, , ,4, ,2, , , , , ,1,1, , , ,188,188, , , ,1, , , , , ,0,0,0,0,0,0
AK,1/31/1991,0,1,7,0,0,1,0,0,0,0,0,44,0,18,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,1,0,0
AK,2/28/1991,2714,5,195,56,0,14,10,0,1,995,2,3936,0,276,0,0,102,0,21,0,0,0,0,0,3629,3472,165,85,0,553398,547882,19315,13603,0,1851,43,0,1,0,0,0,0,0,5,0,0
AK,3/31/1991,1490,2,362,31,0,25,2,0,2,667,0,10116,2,978,0,0,199,0,81,0,0,0,0,0,10025,9531,471,223,0,1517335,1494504,53635,35769,0,1633,43,0,10,0,0,0,0,0,2,0,0
AK,4/30/1991,1157,12,233,27,0,18,6,0,1,686,4,12739,16,967,0,0,239,0,72,0,0,0,0,0,12345,11622,626,253,0,1922799,1878278,68129,41192,0,1372,44,0,978,14,0,0,0,0,12,0,0
AK,5/31/1991,1184,5,311,23,0,13,1,0,3,572,2,8188,50,913,0,0,211,0,52,0,0,0,0,0,8358,7637,476,213,0,1325454,1269174,59625,36729,0,1210,30,0,655,10,0,339,5,0,5,0,0
AK,6/30/1991,800,4,121,14,0,7,4,0,0,308,1,7017,44,758,0,0,166,0,44,0,0,0,0,0,7073,6543,406,177,0,1118005,1082852,51125,31905,0,923,25,0,438,10,0,310,2,0,4,0,0
AK,7/31/1991,817,2,163,11,0,9,1,0,0,227,3,7284,44,641,0,0,134,0,49,0,0,0,0,0,7135,6620,327,147,0,1163685,1134432,43943,28042,0,814,16,0,555,10,0,380,2,0,2,0,0
AK,8/31/1991,749,1,160,16,0,5,2,0,3,107,2,5698,5,575,0,0,93,0,20,0,0,0,0,0,5539,5123,226,84,0,913030,885800,30346,16459,24,732,9,0,444,7,0,341,2,0,1,0,0
AK,10/31/1991,1,0,37,0,0,1,0,0,0,4,0,323,0,160,0,0,11,0,10,0,0,0,0,0,85,74,6,5,0,14415,13870,1162,1088,0,14,2,0,12,0,0,81,2,0,0,0,0
AK,11/30/1991,1,4,56,0,0,1,0,0,0,758,23,123,0,77,0,0,2,0,4,0,0,0,0,0,3402,23,0,0,0,3402,336,0,0,0,5,0,0,3,0,0,46,0,0,4,0,0
AK,12/31/1991,2,31,85,0,0,6,2,0,1,462,6,470,34,114,0,0,7,0,3,0,0,0,0,0,13,11,0,0,0,2356,2224,796,0,544,1,0,0,2,0,0,48,0,0,31,0,0
AK,1/31/1992,1,37,15,0,0,0,0,0,0,0,0,0,59,0,0,0,0,3,0,0,0,0,0,0,6,5,3,0,0,974,1054,450,178,100,1,0,0,1,0,0,18,0,0,37,0,0
AK,2/29/1992,127,34,43,0,0,3,1,0,0,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,5,3,1,1,0,420,276,445,345,0,4,0,0,0,0,0,5,0,0,34,0,0
AK,3/31/1992,5,18,1,0,0,0,0,0,0,464,10,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,528,182,1884,1576,0,1,0,0,1,0,0,0,2,0,18,0,0
AK,4/30/1992,1,55,0,0,0,0,0,0,0,957,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,86,86,9,9,0,0,0,0,1,0,0,0,0,0,55,0,0
AK,5/31/1992,4,50,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,222,222,256,256,0,0,0,0,1,0,0,1,0,0,50,0,0
AK,6/30/1992,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,160,160,0,0,0,0,0,0,0,0,0,2,0,0,39,0,0
AK,7/31/1992,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,3,0,0,58,0,0
AK,8/31/1992,1,42,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,158,0,225,0,0,0,0,0,1,0,0,18,0,0,42,0,0
AK,9/30/1992,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0
AK,10/31/1992,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,10055,432,2085,1885,172,0,0,0,1,0,0,21,0,0,2,0,0
AK,11/30/1992,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0
AK,12/31/1992,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,188,188,0,68,0,0,0,0,1,0,0,6,0,0,2,0,0
AK,1/31/1993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,554,554,16,0,16,2,1,1,0,0,0,9,0,0,0,0,0
AK,2/28/1993,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,33,0,0
AK,3/31/1993,1,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,46,0,0,0,0,0,0,1,0,0,7,0,0,84,0,0
AK,4/30/1993,1,97,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,557,376,106,106,0,0,0,0,1,1,0,9,0,0,97,0,0
AK,5/31/1993,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,7,0,0,41,0,0
AK,6/30/1993,1,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,77,0,0
AK,7/31/1993,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78,78,0,0,0,0,0,0,1,0,0,6,0,0,71,0,0
AK,8/31/1993,3,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,73,0,0
AK,9/30/1993,3,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,62,0,0
AK,10/31/1993,0,47,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,1,0,0,47,0,0
AK,11/30/1993,3,29,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,0,0
AK,12/31/1993,2,47,2,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,47,0,0
AK,1/31/1994,2828,43,648,70,0,50,23,0,8,270,5,656,171,0,3,3,21,0,0,0,0,3,9,0,641,584,41,25,3,103597,99466,8395,3945,3201,624,20,3,0,0,0,4,0,0,43,0,0
AK,2/28/1994,2837,28,818,70,0,60,20,0,6,702,18,12934,205,2267,2,0,303,1,182,1,0,109,15,18,14286,13351,774,464,109,2309684,2241978,123906,82034,21305,4276,157,34,0,0,0,71,1,0,28,0,0
AK,3/31/1994,1745,17,494,30,0,39,14,0,6,640,6,18573,187,3948,2,2,419,0,252,0,0,122,16,24,20093,18851,944,515,129,3178174,3093432,147953,89713,25052,2144,1647,497,438,12,0,276,6,0,17,0,0
AK,4/30/1994,1514,14,289,35,0,13,19,0,3,475,6,15859,88,2038,3,0,363,0,156,3,0,146,6,17,15766,14426,795,408,148,2534267,2440294,129235,75237,29317,1660,48,17,1564,37,6,366,3,1,14,0,0
AK,5/31/1994,1639,10,260,41,0,9,9,0,4,407,2,13572,66,1385,3,0,315,0,53,1,0,127,3,18,13626,12287,647,316,130,2171477,2074650,103177,54496,24666,1830,1578,252,1064,23,12,510,5,2,10,0,0
AK,6/30/1994,1148,14,272,15,0,13,10,0,1,352,5,11007,129,1339,1,0,247,0,55,1,0,99,3,16,11430,10262,569,277,100,1780709,1700976,96354,58308,19134,1446,34,12,722,17,5,650,2,0,14,0,0
AK,7/31/1994,403,4,138,14,0,5,2,0,1,103,1,8211,213,1162,1,0,182,0,43,0,0,92,7,0,8194,7520,348,183,77,1300448,1244465,62739,38168,15900,898,750,148,651,14,5,269,0,0,4,0,0
AK,8/31/1994,471,0,129,5,0,9,1,0,1,134,7,7030,227,1222,0,0,157,0,46,0,0,55,4,0,5492,5030,180,128,37,874833,826719,34082,24068,7514,632,20,4,371,5,2,689,2,2,0,0,0
AK,9/30/1994,13,0,67,0,0,1,0,0,0,0,0,1542,103,712,0,0,27,0,25,0,0,9,0,2,270,257,9,4,4,41986,40997,2175,668,728,74,1,0,24,0,0,160,2,0,0,0,0
AK,10/31/1994,1,0,31,0,0,1,0,0,0,0,0,746,52,301,0,0,9,0,6,0,0,4,0,0,50,47,1,0,0,6295,6212,84,0,0,18,0,0,10,0,0,114,5,1,0,0,0
AK,11/30/1994,0,0,22,0,0,2,0,0,0,0,0,487,38,210,0,0,4,0,14,0,0,2,0,0,20,19,3,0,0,1925,1908,771,0,0,15,2,0,10,0,0,71,0,0,0,0,0
AK,12/31/1994,0,0,10,0,0,0,0,0,0,0,0,310,20,130,0,0,7,0,2,0,0,0,0,0,17,13,1,0,0,2046,1635,150,0,0,18,0,0,2,0,0,30,3,0,0,0,0
AK,1/31/1995,0,0,7,0,0,0,0,0,0,21,2,271,9,91,2,0,4,0,0,0,0,0,0,0,15,14,2,2,0,2929,1262,43,32,0,8,0,0,2,0,0,27,0,0,0,0,0
AK,2/28/1995,3115,0,416,55,0,39,12,0,1,1312,1,6724,20,654,5,0,117,0,61,1,0,29,0,0,6323,5965,162,137,25,1062786,1017104,30724,25637,5087,2273,54,10,11,0,0,229,1,0,0,0,0
AK,3/31/1995,1585,0,503,41,0,37,8,0,1,931,0,11287,16,1691,0,0,203,0,136,0,0,50,0,0,11040,10441,271,220,51,1819181,1742525,51392,41138,10254,1705,62,8,148,5,0,354,1,1,0,0,0
AK,4/30/1995,1036,0,259,31,0,20,7,0,1,164,1,10081,6,964,2,0,232,0,53,0,0,56,0,2,9134,8480,310,250,60,1541928,1461151,58557,46406,12151,1124,941,183,716,8,0,339,0,3,0,0,0
AK,5/31/1995,1080,0,253,33,0,18,8,0,0,482,2,9150,7,1067,7,0,269,0,64,1,0,60,0,0,8223,7526,310,258,52,1372455,1288159,56756,45781,10975,1112,43,6,611,19,4,386,3,2,0,0,0
AK,6/30/1995,842,0,183,16,0,13,6,0,3,300,0,6395,8,763,0,0,143,0,54,0,0,48,0,0,5865,5401,182,139,43,958010,902688,33117,24194,5923,859,17,6,336,8,2,368,4,1,0,0,0
AK,7/31/1995,188,0,105,5,0,2,0,0,1,72,0,4171,6,618,0,0,96,0,30,0,0,42,0,11,2948,2714,111,67,44,494734,465190,21372,12578,8794,397,16,5,194,8,2,247,2,0,0,0,0
AK,8/31/1995,4,0,21,0,0,2,1,0,0,7,0,655,8,174,0,0,18,0,16,0,0,10,0,4,92,81,4,4,0,13298,11139,1612,832,780,17,1,1,6,0,0,94,1,0,0,0,0
AK,9/30/1995,1,0,17,1,0,1,0,0,0,2,0,255,2,82,0,0,6,0,3,0,0,6,0,0,25,23,16,14,2,4514,2871,3104,2544,560,7,1,1,2,1,0,54,0,0,0,0,0
AK,10/31/1995,0,0,20,0,0,0,0,0,0,0,0,200,4,120,0,0,5,0,9,0,0,0,0,1,12,12,0,0,0,1766,1610,0,0,0,1,0,0,1,0,0,33,0,0,0,0,0
